filename,grande_count,petite_count,percent_petite,total_count
./demo/input_images/p3_1_2_b.png,41,54,0.5684210526315789,95
./demo/input_images/1_HD_colour_4.png,19,2,0.09523809523809523,21
./demo/input_images/p5_2_3_a.png,42,38,0.475,80
