filename,grande_count,petite_count,percent_petite,total_count
petiteFinder_json_guitest/p3_1_2_b.png,41,54,0.5684210526315789,95
petiteFinder_json_guitest/1_HD_colour_4.png,19,2,0.09523809523809523,21
petiteFinder_json_guitest/p5_2_3_a.png,42,38,0.475,80
